feature,label,boundary
./dataset/50salads/features/rgb-18-2.npy,./dataset/50salads/gt_arr/rgb-18-2.npy,./dataset/50salads/gt_boundary_arr/rgb-18-2.npy
./dataset/50salads/features/rgb-19-1.npy,./dataset/50salads/gt_arr/rgb-19-1.npy,./dataset/50salads/gt_boundary_arr/rgb-19-1.npy
./dataset/50salads/features/rgb-19-2.npy,./dataset/50salads/gt_arr/rgb-19-2.npy,./dataset/50salads/gt_boundary_arr/rgb-19-2.npy
./dataset/50salads/features/rgb-20-1.npy,./dataset/50salads/gt_arr/rgb-20-1.npy,./dataset/50salads/gt_boundary_arr/rgb-20-1.npy
./dataset/50salads/features/rgb-20-2.npy,./dataset/50salads/gt_arr/rgb-20-2.npy,./dataset/50salads/gt_boundary_arr/rgb-20-2.npy
./dataset/50salads/features/rgb-21-1.npy,./dataset/50salads/gt_arr/rgb-21-1.npy,./dataset/50salads/gt_boundary_arr/rgb-21-1.npy
./dataset/50salads/features/rgb-21-2.npy,./dataset/50salads/gt_arr/rgb-21-2.npy,./dataset/50salads/gt_boundary_arr/rgb-21-2.npy
./dataset/50salads/features/rgb-22-1.npy,./dataset/50salads/gt_arr/rgb-22-1.npy,./dataset/50salads/gt_boundary_arr/rgb-22-1.npy
./dataset/50salads/features/rgb-23-1.npy,./dataset/50salads/gt_arr/rgb-23-1.npy,./dataset/50salads/gt_boundary_arr/rgb-23-1.npy
./dataset/50salads/features/rgb-23-2.npy,./dataset/50salads/gt_arr/rgb-23-2.npy,./dataset/50salads/gt_boundary_arr/rgb-23-2.npy
./dataset/50salads/features/rgb-24-1.npy,./dataset/50salads/gt_arr/rgb-24-1.npy,./dataset/50salads/gt_boundary_arr/rgb-24-1.npy
./dataset/50salads/features/rgb-24-2.npy,./dataset/50salads/gt_arr/rgb-24-2.npy,./dataset/50salads/gt_boundary_arr/rgb-24-2.npy
./dataset/50salads/features/rgb-25-1.npy,./dataset/50salads/gt_arr/rgb-25-1.npy,./dataset/50salads/gt_boundary_arr/rgb-25-1.npy
./dataset/50salads/features/rgb-25-2.npy,./dataset/50salads/gt_arr/rgb-25-2.npy,./dataset/50salads/gt_boundary_arr/rgb-25-2.npy
./dataset/50salads/features/rgb-26-1.npy,./dataset/50salads/gt_arr/rgb-26-1.npy,./dataset/50salads/gt_boundary_arr/rgb-26-1.npy
./dataset/50salads/features/rgb-26-2.npy,./dataset/50salads/gt_arr/rgb-26-2.npy,./dataset/50salads/gt_boundary_arr/rgb-26-2.npy
./dataset/50salads/features/rgb-27-1.npy,./dataset/50salads/gt_arr/rgb-27-1.npy,./dataset/50salads/gt_boundary_arr/rgb-27-1.npy
